City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Yei,13,SS,1583104621,35,4.09,30.68,296.37,1.36
Nanning,75,CN,1583104621,94,22.82,108.32,293.15,2
Cochrane,75,CA,1583104530,37,51.18,-114.47,276.15,9.8
Qeshm,0,IR,1583104621,77,26.96,56.27,291.15,2.1
Cooma,100,AU,1583104621,40,-36.23,149.13,293.15,5.7
São João da Barra,90,BR,1583104621,100,-21.64,-41.05,294.15,5.1
Quatre Cocos,75,MU,1583104622,100,-20.21,57.76,299.15,1.5
Lucapa,64,AO,1583104622,85,-8.42,20.74,292.53,0.28
Tres Palos,5,MX,1583104622,62,18.18,-101.62,304.15,5.1
Polson,90,US,1583104622,41,47.69,-114.16,278.15,6.7
Ubatuba,100,BR,1583104458,84,-23.43,-45.07,296.3,2.99
Saldanha,1,ZA,1583104622,93,-33.01,17.94,289.15,5.7
Nacala,42,MZ,1583104623,93,-14.54,40.67,295.98,4
Muros,75,ES,1583104623,100,42.78,-9.06,287.59,9.8
Varhaug,90,NO,1583104623,87,58.61,5.65,279.15,9.3
Chokwé,96,MZ,1583104623,79,-24.53,32.98,291.89,1.09
Bubaque,36,GW,1583104623,56,11.28,-15.83,300.71,4.51
Hokitika,100,NZ,1583104623,65,-42.72,170.97,290.62,2.43
Dalvik,90,IS,1583104623,59,65.97,-18.53,274.15,6.2
Pusad,8,IN,1583104623,52,19.9,77.58,295.55,2.08
Nānākuli,90,US,1583104623,83,21.39,-158.15,299.15,4.1
Coquimbo,20,CL,1583104623,72,-29.95,-71.34,292.15,5.1
Qandala,96,SO,1583104623,69,11.47,49.87,296.13,0.84
Wangqing,100,CN,1583104624,90,43.32,129.76,267.35,0.96
Musoma,20,TZ,1583104624,88,-1.5,33.8,295.15,0.96
Fare,98,PF,1583104624,71,-16.7,-151.02,302.03,11.15
Svarstad,90,NO,1583104624,93,59.4,9.97,278.15,8.7
Gallup,40,US,1583104600,25,35.53,-108.74,285.15,7.2
Don Luan,76,VN,1583104390,74,11.53,106.92,296.08,1.27
Kemijärvi,100,FI,1583104624,96,66.71,27.43,261.96,1.54
Pemangkat,54,ID,1583104624,91,1.17,108.97,298.16,3.57
Beian,40,NO,1583104624,73,63.66,9.57,271.48,9.3
Torrington,1,US,1583104624,29,41.8,-73.12,277.15,2.6
Ayan,0,RU,1583104624,67,56.45,138.17,261.3,1.21
Vila Velha,75,BR,1583104625,100,-20.33,-40.29,298.15,3.1
Ürümqi,60,CN,1583104625,92,43.8,87.6,270.15,1
Port Blair,14,IN,1583104625,70,11.67,92.75,300.08,3.77
Zhangye,9,CN,1583104625,45,38.93,100.45,271.42,1.75
Lumphat,13,KH,1583104625,76,13.49,106.98,295.26,2.41
Makushino,100,RU,1583104625,92,55.21,67.24,270.92,4.04
Tororo,100,UG,1583104625,87,0.69,34.18,293.47,0.86
Nortelândia,32,BR,1583104625,91,-14.45,-56.8,295.97,0.57
Astoria,1,US,1583104625,65,46.19,-123.83,282.59,5.1
Khovd,61,MN,1583104625,81,48.01,91.64,261.84,0.71
Mnogovershinnyy,0,RU,1583104625,86,53.94,139.92,260.21,0
Avilés,75,ES,1583104626,93,43.55,-5.92,284.82,1
Korla,0,CN,1583104626,53,41.76,86.15,269.18,0.88
Bosobolo,100,CD,1583104626,76,4.18,19.9,296.38,1.99
Beringovskiy,0,RU,1583104626,79,63.05,179.32,256.1,3.36
Sulangan,6,PH,1583104626,80,11.14,123.72,299.02,5.84
Tairua,100,NZ,1583104626,70,-37.02,175.85,295.93,4.02
Ilebo,94,CD,1583104626,97,-4.32,20.58,294.89,0.18
Toccoa,1,US,1583104634,29,34.58,-83.33,289.15,1.5
Pangody,73,RU,1583104634,95,65.85,74.49,267.27,6.56
Mabaruma,86,GY,1583104635,86,8.2,-59.78,294.86,1.3
Clyde River,1,CA,1583104635,73,70.47,-68.59,238.15,2.78
Deputatsky,49,RU,1583104635,80,69.3,139.9,250.67,2.61
Skjervøy,100,NO,1583104491,76,70.03,20.97,269.64,5.89
Forsytheganj,97,BY,1583104635,83,52.63,29.73,276.29,4.26
Belyy Yar,0,RU,1583104635,92,53.6,91.39,261.15,1
Kondoa,100,TZ,1583104635,94,-4.9,35.78,291.11,1.02
Chesma,35,RU,1583104635,84,53.81,60.65,263.27,2.51
Ténenkou,4,ML,1583104635,6,14.46,-4.92,296.65,4.73
North Platte,40,US,1583104635,29,41.12,-100.77,283.15,9.3
Petropavlovsk-Kamchatskiy,76,RU,1583104636,72,53.05,158.65,264.15,5
Vilyuysk,72,RU,1583104636,97,63.76,121.62,248.68,1.66
Olafsvik,100,IS,1583104636,65,64.89,-23.71,275.11,9.46
Gorontalo,69,ID,1583104636,87,0.54,123.06,299.41,1.86
General Pico,0,AR,1583104636,22,-35.66,-63.76,301.47,4.87
Chirongui,75,YT,1583104636,83,-12.93,45.15,301.15,2.6
Mayumba,86,GA,1583104636,83,-3.43,10.66,301.2,6.17
Lagoa,68,PT,1583104636,91,39.05,-27.98,290.28,7.95
Deniliquin,100,AU,1583104636,50,-35.53,144.97,295.11,5.1
Ippy,74,CF,1583104636,25,6.27,21.22,296.76,0.56
Inhambane,83,MZ,1583104637,63,-23.86,35.38,296.3,3.05
Poli,75,TZ,1583104637,94,-3.33,36.8,295.15,4.1
Province of Trapani,20,IT,1583104637,87,37.83,12.67,290.37,2.1
Mountain Home,1,US,1583104499,36,43.13,-115.69,284.15,2.63
Greytown,100,ZA,1583104637,98,-29.06,30.59,286.86,0.63
Manicoré,100,BR,1583104637,90,-5.81,-61.3,297.11,0.68
Pitimbu,100,BR,1583104637,77,-7.47,-34.81,299.36,1.89
Brandon,1,US,1583104415,35,27.94,-82.29,295.15,1.5
Dunedin,22,NZ,1583104506,84,-45.87,170.5,288.37,5.05
Nurota,32,UZ,1583104638,86,40.56,65.69,278.15,2.1
Maceió,0,BR,1583104465,74,-9.67,-35.74,300.15,4.1
Māngrol,0,IN,1583104638,69,21.12,70.12,296.92,6.99
Manturovo,100,RU,1583104638,96,58.34,44.76,273.28,6.27
Kholm,58,RU,1583104638,91,59.27,32.85,274.13,4.63
Narutochō-mitsuishi,40,JP,1583104638,87,34.18,134.62,283.71,2.1
Lata,75,PT,1583104638,93,40.16,-8.33,288.71,7.7
Nelson Bay,44,AU,1583104638,57,-32.72,152.15,303.71,9.3
Liberty,1,US,1583104639,51,31.83,-81.5,290.15,4.1
Berbera,55,SO,1583104639,77,10.44,45.01,297.59,1.36
Mahrīz,17,IR,1583104639,44,31.59,54.43,285.12,9.34
Sofiyivka,100,UA,1583104639,69,48.05,33.87,276.15,5
Nuevo Progreso,73,MX,1583104639,73,23.17,-97.95,298.71,4.47
Betafo,48,MG,1583104639,97,-19.83,46.85,287.62,1.06
Sinnamary,90,GF,1583104639,77,5.38,-52.95,299.35,6.29
Ulaangom,27,MN,1583104639,99,49.98,92.07,254.77,0.62
Mariental,100,NA,1583104639,85,-24.63,17.97,291.04,5.52
Boa Vista,20,BR,1583104640,34,2.82,-60.67,308.15,5.1
Baixa Grande,29,BR,1583104640,63,-11.96,-40.17,298.61,3.09
Zhigansk,56,RU,1583104640,98,66.77,123.37,249.11,3.13
Ardatov,98,RU,1583104640,82,55.24,43.1,274.13,6.17
Erzin,40,TR,1583104640,66,36.96,36.2,286.15,2.1
Lyuban',100,BY,1583104640,84,52.8,28,276.93,4.52
Vila Franca do Campo,75,PT,1583104640,88,37.72,-25.43,290.15,6.7
Walvis Bay,0,NA,1583104640,85,-22.96,14.51,292.7,2.91
Nago,75,JP,1583104641,77,26.59,127.98,293.15,6.7
Vao,100,NC,1583104641,81,-22.67,167.48,299.89,3.7
Winneba,40,GH,1583104641,89,5.35,-0.62,302.15,5.7
Orocovis,40,PR,1583104641,78,18.23,-66.39,300.15,6.7
Grand-Santi,84,GF,1583104641,67,4.25,-54.38,300.06,3.2
Jacqueville,20,CI,1583104642,94,5.21,-4.41,302.15,4.1
Cururupu,85,BR,1583104642,96,-1.83,-44.87,297.14,1.06
Pringsewu,38,ID,1583104642,97,-5.36,104.97,295.46,1.27
Eha Amufu,40,NG,1583104642,62,6.66,7.76,303.15,2.1
Ahipara,100,NZ,1583104642,100,-35.17,173.17,297.04,0.45
Kirakira,3,SB,1583104642,70,-10.45,161.92,302.26,1.79
Nouadhibou,57,MR,1583104384,60,20.93,-17.03,294.15,8.7
Houma,75,US,1583104642,72,29.6,-90.72,293.15,7.2
Barabai,98,ID,1583104642,93,-2.58,115.38,298.13,0.68
Letlhakane,100,BW,1583104643,58,-21.42,25.58,293.46,5.93
Tual,66,ID,1583104643,71,-5.67,132.75,302.12,1.08
Umm Kaddadah,0,SD,1583104643,16,13.6,26.69,292.36,5.93
Rundu,89,NA,1583104643,50,-17.93,19.77,298.15,2.1
Beyneu,93,KZ,1583104643,84,45.32,55.2,275.37,5.79
Kieta,71,PG,1583104643,67,-6.22,155.63,302.59,1.91
Tupiza,38,BO,1583104643,73,-21.45,-65.72,283.17,3.27
Mirador,47,BR,1583104643,91,-6.37,-44.36,296.63,1.09
Diffa,47,NE,1583104643,12,13.32,12.61,299.5,4.96
Jiayuguan City,0,CN,1583104643,58,39.82,98.3,269.77,2.56
Aquiraz,20,BR,1583104643,78,-3.9,-38.39,301.15,2.1
Tezu,41,IN,1583104644,48,27.92,96.17,288.07,1.4
Esim,7,GH,1583104644,90,4.87,-2.24,299.13,2.02
Launceston,69,AU,1583104644,62,-41.45,147.17,289.26,8.7
Zyryanka,0,RU,1583104644,77,65.75,150.85,257.25,2.75
Tomatlán,9,MX,1583104644,38,19.93,-105.25,301.89,2.78
Darhan,80,MN,1583104644,76,49.49,105.92,255.85,0.98
Half Moon Bay,75,US,1583104458,58,37.46,-122.43,289.15,8.2
Waipawa,97,NZ,1583104644,60,-41.41,175.52,296.48,7.2
Acarí,63,PE,1583104644,85,-15.43,-74.62,293.47,1.64
Anloga,40,GH,1583104644,83,5.79,0.9,302.15,5.1
Tahoua,44,NE,1583104644,12,14.89,5.27,298.75,4.12
Vostok,84,RU,1583104645,88,46.49,135.88,267.5,0.46
Gladstone,0,AU,1583104645,65,-23.85,151.25,301.15,2.6
Morganton,1,US,1583104645,27,35.75,-81.68,286.15,2.29
Alyangula,100,AU,1583104645,83,-13.85,136.42,301.15,2.1
College,90,US,1583104645,84,64.86,-147.8,264.15,2.1
Fayaoué,100,NC,1583104645,84,-20.65,166.53,300.59,5.32
Batié,2,BF,1583104646,13,9.88,-2.92,299.42,0.49
Alūksne,84,LV,1583104646,95,57.42,27.05,275.02,3.81
Sobolevo,100,RU,1583104646,96,54.43,31.9,276.02,6.19
Itaituba,100,BR,1583104646,96,-4.28,-55.98,297.59,0.67
Bilgi,73,IN,1583104646,55,16.35,75.62,297.23,3.45
Kruisfontein,54,ZA,1583104646,97,-34,24.73,290.51,0.96
Kamina,77,CD,1583104646,94,-8.74,24.99,291.65,0.92
Genhe,100,CN,1583104646,93,50.78,121.52,259.09,0.37
Paita,85,PE,1583104646,100,-5.09,-81.11,290.15,6.2
Coahuayana Viejo,5,MX,1583104646,54,18.73,-103.68,302.15,7.7
Akranes,90,IS,1583104646,59,64.32,-22.07,276.15,10.3
Temirgoyevskaya,0,RU,1583104646,84,45.11,40.28,274.06,3.97
Zhuhai,87,CN,1583104647,88,22.28,113.57,295.37,4.6
Tazmalt,67,DZ,1583104647,87,36.39,4.4,285.15,2.6
Talnakh,75,RU,1583104647,92,69.49,88.4,267.15,15
Road Town,20,VG,1583104647,74,18.42,-64.62,299.15,2.6
Sittwe,0,MM,1583104647,80,20.15,92.9,291.05,2.57
Morón,0,AR,1583104432,43,-34.65,-58.62,304.15,2.6
Stoughton,8,US,1583104647,39,42.13,-71.1,273.15,5.1
Marsh Harbour,0,BS,1583104647,59,26.54,-77.06,292.5,6.66
Paignton,75,GB,1583104373,100,50.44,-3.57,279.82,4.98
Harihar,43,IN,1583104647,89,14.52,75.8,292.49,1.48
Jardim,1,BR,1583104647,76,-21.48,-56.14,294.51,1.82
Mumford,11,GH,1583104648,84,5.26,-0.76,299.83,2.27
Ostrovnoy,62,RU,1583104648,71,68.05,39.51,259.72,2.64
Krasnosel'kup,100,RU,1583104648,95,65.7,82.47,270.41,6.48
Alpena,1,US,1583104648,55,45.06,-83.43,279.15,4.1
Praia da Vitória,40,PT,1583104648,77,38.73,-27.07,291.15,8.56
Presidencia Roque Sáenz Peña,0,AR,1583104648,39,-26.79,-60.44,297.55,1.66
Dunmore Town,3,BS,1583104648,69,25.5,-76.65,292.72,8.89
